,Unnamed: 0_x,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
2774,2881,67f2a150-6086-4cbd-8d21-46250ccef5a2,super love,2020-12-05 23:27:59,GIF,cooking,positive,75
2775,2882,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-01 08:01:26,GIF,cooking,negative,0
2776,2883,67f2a150-6086-4cbd-8d21-46250ccef5a2,love,2021-05-12 04:29:37,GIF,cooking,positive,65
2777,2884,67f2a150-6086-4cbd-8d21-46250ccef5a2,love,2020-08-05 17:07:41,GIF,cooking,positive,65
2778,2885,67f2a150-6086-4cbd-8d21-46250ccef5a2,adore,2020-11-13 18:20:13,GIF,cooking,positive,72
2779,2886,67f2a150-6086-4cbd-8d21-46250ccef5a2,scared,2020-06-25 15:55:58,GIF,cooking,negative,15
2780,2887,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20 00:01:57,GIF,cooking,negative,0
2781,2888,67f2a150-6086-4cbd-8d21-46250ccef5a2,indifferent,2021-01-11 11:28:19,GIF,cooking,neutral,20
2782,2889,67f2a150-6086-4cbd-8d21-46250ccef5a2,interested,2021-01-12 20:05:26,GIF,cooking,positive,30
2783,2890,67f2a150-6086-4cbd-8d21-46250ccef5a2,want,2021-01-22 17:44:07,GIF,cooking,positive,70
2784,2891,67f2a150-6086-4cbd-8d21-46250ccef5a2,peeking,2020-12-11 08:51:16,GIF,cooking,neutral,35
2785,2892,67f2a150-6086-4cbd-8d21-46250ccef5a2,super love,2020-06-25 17:32:09,GIF,cooking,positive,75
2786,2894,65545cfb-59bb-4dc1-a38b-82f268210da2,peeking,2021-03-27 03:20:44,audio,technology,neutral,35
2787,2895,65545cfb-59bb-4dc1-a38b-82f268210da2,cherish,2020-12-25 17:44:41,audio,technology,positive,70
2788,2896,65545cfb-59bb-4dc1-a38b-82f268210da2,scared,2020-06-19 11:23:37,audio,technology,negative,15
2789,2897,65545cfb-59bb-4dc1-a38b-82f268210da2,indifferent,2021-06-06 19:52:10,audio,technology,neutral,20
2790,2898,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,2021-01-04 11:54:21,audio,technology,negative,5
2791,2899,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,2020-08-13 17:25:38,audio,technology,negative,12
2792,2900,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-07-06 14:07:34,audio,technology,negative,0
2793,2901,65545cfb-59bb-4dc1-a38b-82f268210da2,want,2020-08-14 11:46:39,audio,technology,positive,70
2794,2902,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,2020-10-19 09:38:49,audio,technology,negative,12
2795,2903,65545cfb-59bb-4dc1-a38b-82f268210da2,adore,2021-01-30 23:00:29,audio,technology,positive,72
2796,2904,65545cfb-59bb-4dc1-a38b-82f268210da2,heart,2020-11-22 17:40:57,audio,technology,positive,60
2797,2905,65545cfb-59bb-4dc1-a38b-82f268210da2,super love,2021-05-21 02:46:08,audio,technology,positive,75
2798,2906,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,2020-09-21 01:04:02,audio,technology,negative,12
2799,2907,65545cfb-59bb-4dc1-a38b-82f268210da2,want,2021-05-24 10:53:17,audio,technology,positive,70
2800,2908,65545cfb-59bb-4dc1-a38b-82f268210da2,like,2020-09-04 10:35:23,audio,technology,positive,50
2801,2909,65545cfb-59bb-4dc1-a38b-82f268210da2,cherish,2021-01-02 14:49:18,audio,technology,positive,70
2802,2910,65545cfb-59bb-4dc1-a38b-82f268210da2,want,2021-02-28 14:54:00,audio,technology,positive,70
2803,2911,65545cfb-59bb-4dc1-a38b-82f268210da2,adore,2020-08-12 07:36:28,audio,technology,positive,72
2804,2912,65545cfb-59bb-4dc1-a38b-82f268210da2,interested,2020-07-06 11:35:14,audio,technology,positive,30
2805,2913,65545cfb-59bb-4dc1-a38b-82f268210da2,indifferent,2020-06-27 11:01:16,audio,technology,neutral,20
2806,2914,65545cfb-59bb-4dc1-a38b-82f268210da2,peeking,2020-12-02 05:54:01,audio,technology,neutral,35
2807,2915,65545cfb-59bb-4dc1-a38b-82f268210da2,dislike,2021-04-24 04:14:37,audio,technology,negative,10
2808,2916,65545cfb-59bb-4dc1-a38b-82f268210da2,love,2020-11-13 20:36:37,audio,technology,positive,65
2809,2917,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-09-06 13:50:31,audio,technology,negative,0
2810,2918,65545cfb-59bb-4dc1-a38b-82f268210da2,love,2020-11-19 04:55:19,audio,technology,positive,65
2811,2919,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,2020-12-23 10:22:06,audio,technology,negative,5
2812,2920,65545cfb-59bb-4dc1-a38b-82f268210da2,adore,2020-07-26 11:45:37,audio,technology,positive,72
2813,2921,65545cfb-59bb-4dc1-a38b-82f268210da2,dislike,2020-10-17 21:17:42,audio,technology,negative,10
2814,2922,65545cfb-59bb-4dc1-a38b-82f268210da2,indifferent,2020-07-24 06:30:25,audio,technology,neutral,20
2815,2923,65545cfb-59bb-4dc1-a38b-82f268210da2,super love,2021-05-22 01:55:16,audio,technology,positive,75
2816,2924,65545cfb-59bb-4dc1-a38b-82f268210da2,love,2021-02-03 15:06:11,audio,technology,positive,65
2817,2925,65545cfb-59bb-4dc1-a38b-82f268210da2,peeking,2021-02-11 08:20:56,audio,technology,neutral,35
2818,2926,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,2021-05-30 10:22:12,audio,technology,negative,12
2819,2927,65545cfb-59bb-4dc1-a38b-82f268210da2,peeking,2021-05-17 21:37:22,audio,technology,neutral,35
2820,2928,65545cfb-59bb-4dc1-a38b-82f268210da2,adore,2020-12-09 15:42:22,audio,technology,positive,72
2821,2929,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,2020-07-16 05:06:05,audio,technology,negative,5
2822,2930,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15 04:56:29,audio,technology,negative,0
2823,2931,65545cfb-59bb-4dc1-a38b-82f268210da2,peeking,2020-07-18 07:08:01,audio,technology,neutral,35
2824,2932,65545cfb-59bb-4dc1-a38b-82f268210da2,interested,2021-05-31 07:03:00,audio,technology,positive,30
2825,2933,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,2020-10-22 20:13:33,audio,technology,negative,5
2826,2934,65545cfb-59bb-4dc1-a38b-82f268210da2,cherish,2021-04-02 13:48:41,audio,technology,positive,70
2827,2936,433607b3-eeb4-48b8-9263-9805c1b89d55,indifferent,2020-09-22 14:47:22,video,education,neutral,20
2828,2937,433607b3-eeb4-48b8-9263-9805c1b89d55,like,2020-07-16 02:24:28,video,education,positive,50
2829,2938,433607b3-eeb4-48b8-9263-9805c1b89d55,intrigued,2020-07-26 08:44:47,video,education,positive,45
2830,2939,433607b3-eeb4-48b8-9263-9805c1b89d55,love,2020-10-04 08:56:26,video,education,positive,65
2831,2940,433607b3-eeb4-48b8-9263-9805c1b89d55,cherish,2021-02-28 20:38:03,video,education,positive,70
2832,2941,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2020-09-30 01:50:41,video,education,positive,60
2833,2942,433607b3-eeb4-48b8-9263-9805c1b89d55,interested,2021-06-11 05:05:08,video,education,positive,30
2834,2943,433607b3-eeb4-48b8-9263-9805c1b89d55,adore,2021-06-01 03:13:58,video,education,positive,72
2835,2944,433607b3-eeb4-48b8-9263-9805c1b89d55,want,2020-10-14 07:29:10,video,education,positive,70
2836,2945,433607b3-eeb4-48b8-9263-9805c1b89d55,dislike,2020-08-01 07:15:54,video,education,negative,10
2837,2946,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2020-10-13 02:49:21,video,education,positive,60
2838,2947,433607b3-eeb4-48b8-9263-9805c1b89d55,adore,2020-11-17 20:03:35,video,education,positive,72
2839,2948,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2021-02-28 13:40:23,video,education,positive,60
2840,2949,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2021-05-12 03:23:28,video,education,positive,60
2841,2950,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,2020-11-30 21:19:03,video,education,negative,12
2842,2951,433607b3-eeb4-48b8-9263-9805c1b89d55,dislike,2021-02-27 21:17:44,video,education,negative,10
2843,2952,433607b3-eeb4-48b8-9263-9805c1b89d55,adore,2021-03-30 13:42:27,video,education,positive,72
2844,2953,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2020-11-13 12:23:05,video,education,positive,60
2845,2954,433607b3-eeb4-48b8-9263-9805c1b89d55,intrigued,2021-02-14 13:20:51,video,education,positive,45
2846,2955,433607b3-eeb4-48b8-9263-9805c1b89d55,heart,2020-11-03 01:11:52,video,education,positive,60
2847,2956,433607b3-eeb4-48b8-9263-9805c1b89d55,peeking,2021-02-12 22:24:00,video,education,neutral,35
2848,2957,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,2021-04-15 19:53:39,video,education,negative,12
2849,2958,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20 20:27:02,video,education,negative,0
2850,2959,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14 03:34:59,video,education,negative,0
2851,2960,433607b3-eeb4-48b8-9263-9805c1b89d55,indifferent,2020-09-11 06:18:35,video,education,neutral,20
2852,2961,433607b3-eeb4-48b8-9263-9805c1b89d55,scared,2020-08-24 04:58:56,video,education,negative,15
2853,2964,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23 20:42:09,audio,studying,negative,0
2854,2965,1000371f-7758-4c44-a1bc-41fd836b0bcb,cherish,2020-10-02 02:23:05,audio,studying,positive,70
2855,2966,1000371f-7758-4c44-a1bc-41fd836b0bcb,indifferent,2020-12-08 02:39:38,audio,studying,neutral,20
2856,2967,1000371f-7758-4c44-a1bc-41fd836b0bcb,peeking,2020-07-31 11:20:07,audio,studying,neutral,35
2857,2968,1000371f-7758-4c44-a1bc-41fd836b0bcb,hate,2020-07-14 04:49:07,audio,studying,negative,5
2858,2969,1000371f-7758-4c44-a1bc-41fd836b0bcb,heart,2021-01-21 20:41:49,audio,studying,positive,60
2859,2970,1000371f-7758-4c44-a1bc-41fd836b0bcb,scared,2020-12-31 00:56:48,audio,studying,negative,15
2860,2971,1000371f-7758-4c44-a1bc-41fd836b0bcb,intrigued,2020-07-14 00:44:38,audio,studying,positive,45
2861,2972,1000371f-7758-4c44-a1bc-41fd836b0bcb,adore,2021-01-14 07:15:45,audio,studying,positive,72
2862,2973,1000371f-7758-4c44-a1bc-41fd836b0bcb,like,2021-06-01 22:58:56,audio,studying,positive,50
2863,2974,1000371f-7758-4c44-a1bc-41fd836b0bcb,cherish,2020-08-14 18:44:35,audio,studying,positive,70
2864,2975,1000371f-7758-4c44-a1bc-41fd836b0bcb,scared,2020-11-15 21:05:00,audio,studying,negative,15
2865,2976,1000371f-7758-4c44-a1bc-41fd836b0bcb,dislike,2021-01-10 17:47:53,audio,studying,negative,10
2866,2977,1000371f-7758-4c44-a1bc-41fd836b0bcb,interested,2021-05-18 19:51:04,audio,studying,positive,30
2867,2978,1000371f-7758-4c44-a1bc-41fd836b0bcb,love,2021-01-09 04:41:45,audio,studying,positive,65
2868,2979,1000371f-7758-4c44-a1bc-41fd836b0bcb,heart,2020-09-12 09:54:48,audio,studying,positive,60
2869,2980,1000371f-7758-4c44-a1bc-41fd836b0bcb,love,2020-12-10 10:47:51,audio,studying,positive,65
2870,2981,1000371f-7758-4c44-a1bc-41fd836b0bcb,super love,2021-06-15 04:43:40,audio,studying,positive,75
2871,2982,1000371f-7758-4c44-a1bc-41fd836b0bcb,dislike,2020-10-26 11:17:26,audio,studying,negative,10
2872,2983,1000371f-7758-4c44-a1bc-41fd836b0bcb,indifferent,2020-12-16 11:20:56,audio,studying,neutral,20
2873,2985,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,adore,2020-12-03 15:40:27,video,studying,positive,72
2874,2986,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,heart,2020-08-30 04:20:17,video,studying,positive,60
2875,2987,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,want,2020-10-17 01:12:53,video,studying,positive,70
2876,2988,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,hate,2021-02-20 03:27:05,video,studying,negative,5
2877,2989,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,hate,2021-04-12 04:25:37,video,studying,negative,5
2878,2990,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,indifferent,2021-05-25 14:53:06,video,studying,neutral,20
2879,2991,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,peeking,2020-10-29 03:17:23,video,studying,neutral,35
2880,2992,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,love,2021-02-28 09:07:39,video,studying,positive,65
2881,2993,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,dislike,2020-11-30 14:14:19,video,studying,negative,10
2882,2994,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,like,2021-02-02 14:53:14,video,studying,positive,50
2883,2995,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-07-06 15:48:58,video,studying,negative,0
2884,2996,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,hate,2020-10-10 01:28:38,video,studying,negative,5
2885,2997,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,interested,2020-11-19 05:34:03,video,studying,positive,30
2886,2998,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,cherish,2020-08-04 10:53:02,video,studying,positive,70
2887,2999,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,2020-06-26 03:51:34,video,studying,negative,12
2888,3000,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,cherish,2020-08-06 08:28:58,video,studying,positive,70
2889,3001,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,cherish,2020-08-06 21:53:43,video,studying,positive,70
2890,3002,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,hate,2020-07-18 13:14:01,video,studying,negative,5
2891,3003,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,cherish,2020-12-04 05:35:48,video,studying,positive,70
2892,3004,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,peeking,2020-09-29 00:21:42,video,studying,neutral,35
2893,3005,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,hate,2020-07-20 06:35:04,video,studying,negative,5
2894,3006,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,scared,2021-04-26 12:56:21,video,studying,negative,15
2895,3007,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,want,2021-02-28 07:47:01,video,studying,positive,70
2896,3008,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,scared,2020-09-23 11:13:16,video,studying,negative,15
2897,3009,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,love,2020-09-17 09:56:50,video,studying,positive,65
2898,3010,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,scared,2021-04-17 23:32:35,video,studying,negative,15
2899,3011,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,2020-08-09 21:01:35,video,studying,negative,12
2900,3012,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,indifferent,2020-07-31 22:55:43,video,studying,neutral,20
2901,3013,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,super love,2020-10-05 12:10:23,video,studying,positive,75
2902,3014,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,super love,2020-10-12 15:15:39,video,studying,positive,75
2903,3016,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,2020-11-21 02:19:27,video,public speaking,positive,75
2904,3017,8e3896e3-2f84-4b47-9365-fb562c9ed730,indifferent,2020-09-16 22:14:37,video,public speaking,neutral,20
2905,3018,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,2020-08-07 14:21:14,video,public speaking,positive,72
2906,3019,8e3896e3-2f84-4b47-9365-fb562c9ed730,cherish,2021-05-23 10:40:03,video,public speaking,positive,70
2907,3020,8e3896e3-2f84-4b47-9365-fb562c9ed730,cherish,2021-05-04 14:00:47,video,public speaking,positive,70
2908,3021,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,2021-02-23 22:38:46,video,public speaking,positive,65
2909,3022,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,2020-11-18 18:37:50,video,public speaking,positive,65
2910,3023,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,2020-09-12 11:42:04,video,public speaking,negative,12
2911,3024,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,2021-04-28 08:30:59,video,public speaking,positive,45
2912,3025,8e3896e3-2f84-4b47-9365-fb562c9ed730,heart,2021-05-04 23:16:28,video,public speaking,positive,60
2913,3026,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2020-09-25 18:26:41,video,public speaking,positive,50
2914,3027,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,2021-03-17 23:48:27,video,public speaking,positive,45
2915,3028,8e3896e3-2f84-4b47-9365-fb562c9ed730,heart,2020-10-07 07:46:20,video,public speaking,positive,60
2916,3029,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,2021-01-03 15:52:57,video,public speaking,positive,72
2917,3030,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2020-09-06 07:14:15,video,public speaking,positive,50
2918,3031,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2020-12-02 19:04:17,video,public speaking,positive,50
2919,3032,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24 20:48:52,video,public speaking,negative,0
2920,3033,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,2020-09-08 04:03:24,video,public speaking,positive,75
2921,3034,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,2020-09-21 04:11:46,video,public speaking,positive,72
2922,3035,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,2020-07-26 22:01:29,video,public speaking,positive,45
2923,3036,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,2021-02-21 23:03:55,video,public speaking,positive,30
2924,3037,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,2021-04-11 03:23:33,video,public speaking,positive,45
2925,3038,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,2020-12-30 23:11:35,video,public speaking,positive,30
2926,3039,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-01 08:27:47,video,public speaking,negative,0
2927,3040,8e3896e3-2f84-4b47-9365-fb562c9ed730,hate,2020-07-14 20:36:38,video,public speaking,negative,5
2928,3041,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02 11:04:40,video,public speaking,negative,0
2929,3042,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,2021-02-01 20:40:23,video,public speaking,positive,75
2930,3043,8e3896e3-2f84-4b47-9365-fb562c9ed730,hate,2021-02-01 23:31:23,video,public speaking,negative,5
2931,3044,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,2021-06-06 09:31:39,video,public speaking,positive,30
2932,3045,8e3896e3-2f84-4b47-9365-fb562c9ed730,want,2021-02-11 15:57:12,video,public speaking,positive,70
2933,3046,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,2021-01-31 22:05:14,video,public speaking,positive,45
2934,3047,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,2021-03-01 05:13:45,video,public speaking,positive,65
2935,3048,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2021-04-04 06:50:07,video,public speaking,positive,50
2936,3049,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2020-08-16 01:35:45,video,public speaking,positive,50
2937,3050,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,2020-08-05 02:16:06,video,public speaking,positive,50
2938,3051,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,2020-11-27 17:25:02,video,public speaking,negative,12
2939,3052,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,2021-05-09 03:07:27,video,public speaking,positive,75
2940,3053,8e3896e3-2f84-4b47-9365-fb562c9ed730,want,2020-09-13 01:44:01,video,public speaking,positive,70
2941,3055,de9796a6-d19d-4c41-a965-7aa4dcc69fee,dislike,2021-02-26 09:45:09,audio,technology,negative,10
2942,3056,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,2020-12-04 20:40:02,audio,technology,positive,60
2943,3057,de9796a6-d19d-4c41-a965-7aa4dcc69fee,super love,2021-02-24 15:16:39,audio,technology,positive,75
2944,3058,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,2020-11-05 10:24:42,audio,technology,negative,5
2945,3059,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,2020-11-12 21:38:09,audio,technology,positive,65
2946,3060,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,2021-04-26 04:28:46,audio,technology,neutral,20
2947,3061,de9796a6-d19d-4c41-a965-7aa4dcc69fee,like,2020-08-09 03:43:22,audio,technology,positive,50
2948,3062,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,2021-04-08 18:42:36,audio,technology,positive,45
2949,3063,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-12-03 04:50:31,audio,technology,negative,15
2950,3064,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,2020-08-14 05:47:13,audio,technology,negative,5
2951,3065,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,2021-02-05 07:51:45,audio,technology,positive,65
2952,3066,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-06-21 00:41:46,audio,technology,negative,15
2953,3067,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,2021-05-31 13:29:38,audio,technology,neutral,20
2954,3068,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,2020-08-24 04:16:59,audio,technology,negative,5
2955,3069,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,2021-04-04 19:55:17,audio,technology,positive,70
2956,3070,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-09-04 15:47:45,audio,technology,negative,15
2957,3071,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,2020-08-30 20:51:06,audio,technology,neutral,20
2958,3072,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,2020-08-29 14:30:46,audio,technology,positive,60
2959,3073,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-05-06 16:55:56,audio,technology,negative,0
2960,3074,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-04-05 15:27:40,audio,technology,negative,0
2961,3075,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,2021-01-06 18:27:48,audio,technology,positive,60
2962,3076,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-06-24 23:03:04,audio,technology,negative,15
2963,3077,de9796a6-d19d-4c41-a965-7aa4dcc69fee,super love,2020-11-22 00:44:38,audio,technology,positive,75
2964,3078,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,2020-10-13 09:11:27,audio,technology,negative,5
2965,3079,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,2020-10-06 20:13:32,audio,technology,positive,65
2966,3080,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-06-20 09:06:23,audio,technology,negative,15
2967,3081,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,2021-06-09 09:17:40,audio,technology,positive,72
2968,3082,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,2020-09-14 20:45:55,audio,technology,positive,72
2969,3083,de9796a6-d19d-4c41-a965-7aa4dcc69fee,cherish,2020-10-04 13:26:03,audio,technology,positive,70
2970,3084,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,2020-12-07 11:10:57,audio,technology,negative,15
2971,3085,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,2021-04-28 22:34:55,audio,technology,positive,70
2972,3086,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,2020-11-19 09:35:28,audio,technology,positive,72
2973,3087,de9796a6-d19d-4c41-a965-7aa4dcc69fee,peeking,2020-11-22 18:32:40,audio,technology,neutral,35
2974,3088,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,2020-12-21 16:09:26,audio,technology,positive,70
2975,3089,de9796a6-d19d-4c41-a965-7aa4dcc69fee,interested,2020-11-08 03:33:26,audio,technology,positive,30
2976,3090,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,2021-03-04 21:49:09,audio,technology,negative,12
2977,3091,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,2021-02-27 02:35:00,audio,technology,negative,12
2978,3092,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,2020-07-19 09:41:23,audio,technology,positive,45
2979,3093,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,2020-09-09 20:18:56,audio,technology,positive,60
2980,3094,de9796a6-d19d-4c41-a965-7aa4dcc69fee,peeking,2020-12-11 14:17:53,audio,technology,neutral,35
2981,3096,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-02-03 17:39:08,GIF,education,negative,0
2982,3097,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,2021-05-11 02:00:52,GIF,education,positive,70
2983,3098,e4466189-0b96-4cc4-9d7d-d0f27b982548,super love,2020-07-24 05:00:19,GIF,education,positive,75
2984,3099,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24 09:08:00,GIF,education,negative,0
2985,3100,e4466189-0b96-4cc4-9d7d-d0f27b982548,peeking,2021-05-12 07:58:17,GIF,education,neutral,35
2986,3101,e4466189-0b96-4cc4-9d7d-d0f27b982548,like,2021-05-06 18:01:34,GIF,education,positive,50
2987,3102,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,2021-01-04 04:08:24,GIF,education,positive,30
2988,3103,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,2021-03-28 11:14:19,GIF,education,positive,30
2989,3104,e4466189-0b96-4cc4-9d7d-d0f27b982548,cherish,2021-01-09 20:20:03,GIF,education,positive,70
2990,3105,e4466189-0b96-4cc4-9d7d-d0f27b982548,peeking,2020-07-25 09:27:08,GIF,education,neutral,35
2991,3106,e4466189-0b96-4cc4-9d7d-d0f27b982548,dislike,2020-10-25 16:30:05,GIF,education,negative,10
2992,3107,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,2021-04-08 21:28:49,GIF,education,positive,70
2993,3108,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,2021-01-29 09:33:59,GIF,education,positive,30
2994,3109,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,2020-06-22 08:06:53,GIF,education,positive,70
2995,3110,e4466189-0b96-4cc4-9d7d-d0f27b982548,hate,2020-08-27 13:11:44,GIF,education,negative,5
2996,3111,e4466189-0b96-4cc4-9d7d-d0f27b982548,intrigued,2021-03-04 20:03:06,GIF,education,positive,45
2997,3112,e4466189-0b96-4cc4-9d7d-d0f27b982548,worried,2020-11-04 08:43:08,GIF,education,negative,12
2998,3113,e4466189-0b96-4cc4-9d7d-d0f27b982548,super love,2021-02-21 11:23:00,GIF,education,positive,75
2999,3114,e4466189-0b96-4cc4-9d7d-d0f27b982548,love,2021-01-10 17:14:54,GIF,education,positive,65
3000,3115,e4466189-0b96-4cc4-9d7d-d0f27b982548,love,2021-05-24 16:17:39,GIF,education,positive,65
3001,3117,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,2021-05-02 03:28:01,video,public speaking,positive,70
3002,3118,391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,2021-01-25 04:23:05,video,public speaking,neutral,20
